subject_folder,parent_folder,relative_file,clip_name,label_guess,fps,num_frames,duration_s,gender,poses_shape,trans_shape,betas_shape,dmpls_shape,keys,error
115,115,115/115_02_poses.npz,115_02_poses,,60.0,400,6.666666666666667,male,"[400, 156]","[400, 3]",[16],"[400, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_03_poses.npz,115_03_poses,,60.0,452,7.533333333333333,male,"[452, 156]","[452, 3]",[16],"[452, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_04_poses.npz,115_04_poses,,60.0,381,6.35,male,"[381, 156]","[381, 3]",[16],"[381, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_05_poses.npz,115_05_poses,,60.0,585,9.75,male,"[585, 156]","[585, 3]",[16],"[585, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_06_poses.npz,115_06_poses,,60.0,357,5.95,male,"[357, 156]","[357, 3]",[16],"[357, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_07_poses.npz,115_07_poses,,60.0,416,6.933333333333334,male,"[416, 156]","[416, 3]",[16],"[416, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_08_poses.npz,115_08_poses,,60.0,486,8.1,male,"[486, 156]","[486, 3]",[16],"[486, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_09_poses.npz,115_09_poses,,60.0,399,6.65,male,"[399, 156]","[399, 3]",[16],"[399, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
115,115,115/115_10_poses.npz,115_10_poses,,60.0,366,6.1,male,"[366, 156]","[366, 3]",[16],"[366, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_01_poses.npz,118_01_poses,,120.0,714,5.95,male,"[714, 156]","[714, 3]",[16],"[714, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_02_poses.npz,118_02_poses,,120.0,685,5.708333333333333,male,"[685, 156]","[685, 3]",[16],"[685, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_03_poses.npz,118_03_poses,,120.0,497,4.141666666666667,male,"[497, 156]","[497, 3]",[16],"[497, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_04_poses.npz,118_04_poses,,120.0,645,5.375,male,"[645, 156]","[645, 3]",[16],"[645, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_05_poses.npz,118_05_poses,,120.0,708,5.9,male,"[708, 156]","[708, 3]",[16],"[708, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_06_poses.npz,118_06_poses,,120.0,543,4.525,male,"[543, 156]","[543, 3]",[16],"[543, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_07_poses.npz,118_07_poses,,120.0,696,5.8,male,"[696, 156]","[696, 3]",[16],"[696, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_08_poses.npz,118_08_poses,,120.0,643,5.358333333333333,male,"[643, 156]","[643, 3]",[16],"[643, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_09_poses.npz,118_09_poses,,120.0,480,4.0,male,"[480, 156]","[480, 3]",[16],"[480, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_10_poses.npz,118_10_poses,,120.0,523,4.358333333333333,male,"[523, 156]","[523, 3]",[16],"[523, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_11_poses.npz,118_11_poses,,120.0,691,5.758333333333334,male,"[691, 156]","[691, 3]",[16],"[691, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_12_poses.npz,118_12_poses,,120.0,707,5.891666666666667,male,"[707, 156]","[707, 3]",[16],"[707, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_13_poses.npz,118_13_poses,,120.0,681,5.675,male,"[681, 156]","[681, 3]",[16],"[681, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_14_poses.npz,118_14_poses,,120.0,766,6.383333333333334,male,"[766, 156]","[766, 3]",[16],"[766, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_15_poses.npz,118_15_poses,,120.0,640,5.333333333333333,male,"[640, 156]","[640, 3]",[16],"[640, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_16_poses.npz,118_16_poses,,120.0,662,5.516666666666667,male,"[662, 156]","[662, 3]",[16],"[662, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_17_poses.npz,118_17_poses,,120.0,646,5.383333333333334,male,"[646, 156]","[646, 3]",[16],"[646, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_18_poses.npz,118_18_poses,,120.0,592,4.933333333333334,male,"[592, 156]","[592, 3]",[16],"[592, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_19_poses.npz,118_19_poses,,120.0,612,5.1,male,"[612, 156]","[612, 3]",[16],"[612, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_20_poses.npz,118_20_poses,,120.0,558,4.65,male,"[558, 156]","[558, 3]",[16],"[558, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_21_poses.npz,118_21_poses,,120.0,754,6.283333333333333,male,"[754, 156]","[754, 3]",[16],"[754, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_22_poses.npz,118_22_poses,,120.0,648,5.4,male,"[648, 156]","[648, 3]",[16],"[648, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_23_poses.npz,118_23_poses,,120.0,654,5.45,male,"[654, 156]","[654, 3]",[16],"[654, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_24_poses.npz,118_24_poses,,120.0,709,5.908333333333333,male,"[709, 156]","[709, 3]",[16],"[709, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_25_poses.npz,118_25_poses,,120.0,586,4.883333333333334,male,"[586, 156]","[586, 3]",[16],"[586, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_26_poses.npz,118_26_poses,,120.0,651,5.425,male,"[651, 156]","[651, 3]",[16],"[651, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_27_poses.npz,118_27_poses,,120.0,653,5.441666666666666,male,"[653, 156]","[653, 3]",[16],"[653, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_28_poses.npz,118_28_poses,,120.0,697,5.808333333333334,male,"[697, 156]","[697, 3]",[16],"[697, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_29_poses.npz,118_29_poses,,120.0,583,4.858333333333333,male,"[583, 156]","[583, 3]",[16],"[583, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_30_poses.npz,118_30_poses,,120.0,825,6.875,male,"[825, 156]","[825, 3]",[16],"[825, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_31_poses.npz,118_31_poses,,120.0,208,1.7333333333333334,male,"[208, 156]","[208, 3]",[16],"[208, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
118,118,118/118_32_poses.npz,118_32_poses,,120.0,1877,15.641666666666667,male,"[1877, 156]","[1877, 3]",[16],"[1877, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
12,12,12/12_01_poses.npz,12_01_poses,,120.0,523,4.358333333333333,female,"[523, 156]","[523, 3]",[16],"[523, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
12,12,12/12_02_poses.npz,12_02_poses,,120.0,673,5.608333333333333,female,"[673, 156]","[673, 3]",[16],"[673, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
12,12,12/12_03_poses.npz,12_03_poses,,120.0,565,4.708333333333333,female,"[565, 156]","[565, 3]",[16],"[565, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
12,12,12/12_04_poses.npz,12_04_poses,,120.0,17799,148.325,female,"[17799, 156]","[17799, 3]",[16],"[17799, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_01_poses.npz,120_01_poses,,120.0,1221,10.175,male,"[1221, 156]","[1221, 3]",[16],"[1221, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_02_poses.npz,120_02_poses,,120.0,1426,11.883333333333333,male,"[1426, 156]","[1426, 3]",[16],"[1426, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_03_poses.npz,120_03_poses,,120.0,1515,12.625,male,"[1515, 156]","[1515, 3]",[16],"[1515, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_04_poses.npz,120_04_poses,,120.0,6503,54.19166666666667,male,"[6503, 156]","[6503, 3]",[16],"[6503, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_05_poses.npz,120_05_poses,,120.0,1353,11.275,male,"[1353, 156]","[1353, 3]",[16],"[1353, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_06_poses.npz,120_06_poses,,120.0,1433,11.941666666666666,male,"[1433, 156]","[1433, 3]",[16],"[1433, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_07_poses.npz,120_07_poses,,120.0,1113,9.275,male,"[1113, 156]","[1113, 3]",[16],"[1113, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_08_poses.npz,120_08_poses,,120.0,1202,10.016666666666667,male,"[1202, 156]","[1202, 3]",[16],"[1202, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_09_poses.npz,120_09_poses,,120.0,1277,10.641666666666667,male,"[1277, 156]","[1277, 3]",[16],"[1277, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_11_poses.npz,120_11_poses,,120.0,1240,10.333333333333334,male,"[1240, 156]","[1240, 3]",[16],"[1240, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_12_poses.npz,120_12_poses,,120.0,1045,8.708333333333334,male,"[1045, 156]","[1045, 3]",[16],"[1045, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_13_poses.npz,120_13_poses,,120.0,1001,8.341666666666667,male,"[1001, 156]","[1001, 3]",[16],"[1001, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_14_poses.npz,120_14_poses,,120.0,1283,10.691666666666666,male,"[1283, 156]","[1283, 3]",[16],"[1283, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_15_poses.npz,120_15_poses,,120.0,1470,12.25,male,"[1470, 156]","[1470, 3]",[16],"[1470, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_16_poses.npz,120_16_poses,,120.0,1516,12.633333333333333,male,"[1516, 156]","[1516, 3]",[16],"[1516, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_18_poses.npz,120_18_poses,,120.0,1368,11.4,male,"[1368, 156]","[1368, 3]",[16],"[1368, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_19_poses.npz,120_19_poses,,120.0,12792,106.6,male,"[12792, 156]","[12792, 3]",[16],"[12792, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_20_poses.npz,120_20_poses,,120.0,10735,89.45833333333333,male,"[10735, 156]","[10735, 3]",[16],"[10735, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_21_poses.npz,120_21_poses,,120.0,3113,25.941666666666666,male,"[3113, 156]","[3113, 3]",[16],"[3113, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
120,120,120/120_22_poses.npz,120_22_poses,,120.0,1324,11.033333333333333,male,"[1324, 156]","[1324, 3]",[16],"[1324, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_01_poses.npz,122_01_poses,,120.0,633,5.275,male,"[633, 156]","[633, 3]",[16],"[633, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_02_poses.npz,122_02_poses,,120.0,364,3.033333333333333,male,"[364, 156]","[364, 3]",[16],"[364, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_03_poses.npz,122_03_poses,,120.0,669,5.575,male,"[669, 156]","[669, 3]",[16],"[669, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_04_poses.npz,122_04_poses,,120.0,467,3.8916666666666666,male,"[467, 156]","[467, 3]",[16],"[467, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_05_poses.npz,122_05_poses,,120.0,486,4.05,male,"[486, 156]","[486, 3]",[16],"[486, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_06_poses.npz,122_06_poses,,120.0,401,3.341666666666667,male,"[401, 156]","[401, 3]",[16],"[401, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_07_poses.npz,122_07_poses,,120.0,422,3.5166666666666666,male,"[422, 156]","[422, 3]",[16],"[422, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_08_poses.npz,122_08_poses,,120.0,462,3.85,male,"[462, 156]","[462, 3]",[16],"[462, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_09_poses.npz,122_09_poses,,120.0,451,3.7583333333333333,male,"[451, 156]","[451, 3]",[16],"[451, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_10_poses.npz,122_10_poses,,120.0,479,3.9916666666666667,male,"[479, 156]","[479, 3]",[16],"[479, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_11_poses.npz,122_11_poses,,120.0,99,0.825,male,"[99, 156]","[99, 3]",[16],"[99, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_12_poses.npz,122_12_poses,,120.0,508,4.233333333333333,male,"[508, 156]","[508, 3]",[16],"[508, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_13_poses.npz,122_13_poses,,120.0,507,4.225,male,"[507, 156]","[507, 3]",[16],"[507, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_14_poses.npz,122_14_poses,,120.0,429,3.575,male,"[429, 156]","[429, 3]",[16],"[429, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_15_poses.npz,122_15_poses,,120.0,522,4.35,male,"[522, 156]","[522, 3]",[16],"[522, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_16_poses.npz,122_16_poses,,120.0,510,4.25,male,"[510, 156]","[510, 3]",[16],"[510, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_17_poses.npz,122_17_poses,,120.0,524,4.366666666666666,male,"[524, 156]","[524, 3]",[16],"[524, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_18_poses.npz,122_18_poses,,120.0,466,3.8833333333333333,male,"[466, 156]","[466, 3]",[16],"[466, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_19_poses.npz,122_19_poses,,120.0,509,4.241666666666666,male,"[509, 156]","[509, 3]",[16],"[509, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_20_poses.npz,122_20_poses,,120.0,524,4.366666666666666,male,"[524, 156]","[524, 3]",[16],"[524, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_21_poses.npz,122_21_poses,,120.0,519,4.325,male,"[519, 156]","[519, 3]",[16],"[519, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_22_poses.npz,122_22_poses,,120.0,5371,44.75833333333333,male,"[5371, 156]","[5371, 3]",[16],"[5371, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_23_poses.npz,122_23_poses,,120.0,542,4.516666666666667,male,"[542, 156]","[542, 3]",[16],"[542, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_24_poses.npz,122_24_poses,,120.0,532,4.433333333333334,male,"[532, 156]","[532, 3]",[16],"[532, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_25_poses.npz,122_25_poses,,120.0,541,4.508333333333334,male,"[541, 156]","[541, 3]",[16],"[541, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_26_poses.npz,122_26_poses,,120.0,522,4.35,male,"[522, 156]","[522, 3]",[16],"[522, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_27_poses.npz,122_27_poses,,120.0,983,8.191666666666666,male,"[983, 156]","[983, 3]",[16],"[983, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_28_poses.npz,122_28_poses,,120.0,931,7.758333333333334,male,"[931, 156]","[931, 3]",[16],"[931, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_29_poses.npz,122_29_poses,,120.0,947,7.891666666666667,male,"[947, 156]","[947, 3]",[16],"[947, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_30_poses.npz,122_30_poses,,120.0,1009,8.408333333333333,male,"[1009, 156]","[1009, 3]",[16],"[1009, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_31_poses.npz,122_31_poses,,120.0,935,7.791666666666667,male,"[935, 156]","[935, 3]",[16],"[935, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_32_poses.npz,122_32_poses,,120.0,1041,8.675,male,"[1041, 156]","[1041, 3]",[16],"[1041, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_33_poses.npz,122_33_poses,,120.0,1291,10.758333333333333,male,"[1291, 156]","[1291, 3]",[16],"[1291, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_34_poses.npz,122_34_poses,,120.0,967,8.058333333333334,male,"[967, 156]","[967, 3]",[16],"[967, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_35_poses.npz,122_35_poses,,120.0,1048,8.733333333333333,male,"[1048, 156]","[1048, 3]",[16],"[1048, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_36_poses.npz,122_36_poses,,120.0,1062,8.85,male,"[1062, 156]","[1062, 3]",[16],"[1062, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_37_poses.npz,122_37_poses,,120.0,958,7.983333333333333,male,"[958, 156]","[958, 3]",[16],"[958, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_38_poses.npz,122_38_poses,,120.0,1006,8.383333333333333,male,"[1006, 156]","[1006, 3]",[16],"[1006, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_39_poses.npz,122_39_poses,,120.0,971,8.091666666666667,male,"[971, 156]","[971, 3]",[16],"[971, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_40_poses.npz,122_40_poses,,120.0,530,4.416666666666667,male,"[530, 156]","[530, 3]",[16],"[530, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_41_poses.npz,122_41_poses,,120.0,470,3.9166666666666665,male,"[470, 156]","[470, 3]",[16],"[470, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_42_poses.npz,122_42_poses,,120.0,540,4.5,male,"[540, 156]","[540, 3]",[16],"[540, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_43_poses.npz,122_43_poses,,120.0,597,4.975,male,"[597, 156]","[597, 3]",[16],"[597, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_44_poses.npz,122_44_poses,,120.0,661,5.508333333333334,male,"[661, 156]","[661, 3]",[16],"[661, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_45_poses.npz,122_45_poses,,120.0,495,4.125,male,"[495, 156]","[495, 3]",[16],"[495, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_46_poses.npz,122_46_poses,,120.0,501,4.175,male,"[501, 156]","[501, 3]",[16],"[501, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_47_poses.npz,122_47_poses,,120.0,622,5.183333333333334,male,"[622, 156]","[622, 3]",[16],"[622, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_48_poses.npz,122_48_poses,,120.0,445,3.7083333333333335,male,"[445, 156]","[445, 3]",[16],"[445, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_49_poses.npz,122_49_poses,,120.0,456,3.8,male,"[456, 156]","[456, 3]",[16],"[456, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_50_poses.npz,122_50_poses,,120.0,528,4.4,male,"[528, 156]","[528, 3]",[16],"[528, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_51_poses.npz,122_51_poses,,120.0,591,4.925,male,"[591, 156]","[591, 3]",[16],"[591, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_52_poses.npz,122_52_poses,,120.0,508,4.233333333333333,male,"[508, 156]","[508, 3]",[16],"[508, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_53_poses.npz,122_53_poses,,120.0,539,4.491666666666666,male,"[539, 156]","[539, 3]",[16],"[539, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_54_poses.npz,122_54_poses,,120.0,420,3.5,male,"[420, 156]","[420, 3]",[16],"[420, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_55_poses.npz,122_55_poses,,120.0,736,6.133333333333334,male,"[736, 156]","[736, 3]",[16],"[736, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_56_poses.npz,122_56_poses,,120.0,501,4.175,male,"[501, 156]","[501, 3]",[16],"[501, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_57_poses.npz,122_57_poses,,120.0,409,3.408333333333333,male,"[409, 156]","[409, 3]",[16],"[409, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_58_poses.npz,122_58_poses,,120.0,364,3.033333333333333,male,"[364, 156]","[364, 3]",[16],"[364, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_59_poses.npz,122_59_poses,,120.0,602,5.016666666666667,male,"[602, 156]","[602, 3]",[16],"[602, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_60_poses.npz,122_60_poses,,120.0,406,3.3833333333333333,male,"[406, 156]","[406, 3]",[16],"[406, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_61_poses.npz,122_61_poses,,120.0,503,4.191666666666666,male,"[503, 156]","[503, 3]",[16],"[503, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_62_poses.npz,122_62_poses,,120.0,474,3.95,male,"[474, 156]","[474, 3]",[16],"[474, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_63_poses.npz,122_63_poses,,120.0,685,5.708333333333333,male,"[685, 156]","[685, 3]",[16],"[685, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_64_poses.npz,122_64_poses,,120.0,578,4.816666666666666,male,"[578, 156]","[578, 3]",[16],"[578, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_65_poses.npz,122_65_poses,,120.0,401,3.341666666666667,male,"[401, 156]","[401, 3]",[16],"[401, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_66_poses.npz,122_66_poses,,120.0,672,5.6,male,"[672, 156]","[672, 3]",[16],"[672, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_67_poses.npz,122_67_poses,,120.0,675,5.625,male,"[675, 156]","[675, 3]",[16],"[675, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
122,122,122/122_68_poses.npz,122_68_poses,,120.0,660,5.5,male,"[660, 156]","[660, 3]",[16],"[660, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_01_poses.npz,123_01_poses,,120.0,715,5.958333333333333,male,"[715, 156]","[715, 3]",[16],"[715, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_02_poses.npz,123_02_poses,,120.0,759,6.325,male,"[759, 156]","[759, 3]",[16],"[759, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_03_poses.npz,123_03_poses,,120.0,1853,15.441666666666666,male,"[1853, 156]","[1853, 3]",[16],"[1853, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_04_poses.npz,123_04_poses,,120.0,1669,13.908333333333333,male,"[1669, 156]","[1669, 3]",[16],"[1669, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_05_poses.npz,123_05_poses,,120.0,904,7.533333333333333,male,"[904, 156]","[904, 3]",[16],"[904, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_06_poses.npz,123_06_poses,,120.0,835,6.958333333333333,male,"[835, 156]","[835, 3]",[16],"[835, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_07_poses.npz,123_07_poses,,120.0,1560,13.0,male,"[1560, 156]","[1560, 3]",[16],"[1560, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_08_poses.npz,123_08_poses,,120.0,854,7.116666666666666,male,"[854, 156]","[854, 3]",[16],"[854, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_09_poses.npz,123_09_poses,,120.0,840,7.0,male,"[840, 156]","[840, 3]",[16],"[840, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_10_poses.npz,123_10_poses,,120.0,799,6.658333333333333,male,"[799, 156]","[799, 3]",[16],"[799, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_11_poses.npz,123_11_poses,,120.0,627,5.225,male,"[627, 156]","[627, 3]",[16],"[627, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_12_poses.npz,123_12_poses,,120.0,796,6.633333333333334,male,"[796, 156]","[796, 3]",[16],"[796, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
123,123,123/123_13_poses.npz,123_13_poses,,120.0,673,5.608333333333333,male,"[673, 156]","[673, 3]",[16],"[673, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_01_poses.npz,124_01_poses,,120.0,643,5.358333333333333,male,"[643, 156]","[643, 3]",[16],"[643, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_03_poses.npz,124_03_poses,,120.0,961,8.008333333333333,male,"[961, 156]","[961, 3]",[16],"[961, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_04_poses.npz,124_04_poses,,120.0,726,6.05,male,"[726, 156]","[726, 3]",[16],"[726, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_06_poses.npz,124_06_poses,,120.0,694,5.783333333333333,male,"[694, 156]","[694, 3]",[16],"[694, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_07_poses.npz,124_07_poses,,120.0,1297,10.808333333333334,male,"[1297, 156]","[1297, 3]",[16],"[1297, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
124,124,124/124_08_poses.npz,124_08_poses,,120.0,786,6.55,male,"[786, 156]","[786, 3]",[16],"[786, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
